REPORT_NUM,EVENT_PROPERTY_NAME,EVENT_TYPE_ID,EVENT_TYPE_NAME,EVENT_SRC_NAME,DISTRICT_ID,INTIME_ARCHIVE_NUM,SUB_TYPE_ID,DISTRICT_NAME,COMMUNITY_ID,REC_ID,STREET_ID,OVERTIME_ARCHIVE_NUM,OPERATE_NUM,DISPOSE_UNIT_ID,STREET_NAME,CREATE_TIME,EVENT_SRC_ID,INTIME_TO_ARCHIVE_NUM,SUB_TYPE_NAME,EVENT_PROPERTY_ID,OCCUR_PLACE,COMMUNITY_NAME,DISPOSE_UNIT_NAME,MAIN_TYPE_NAME,MAIN_TYPE_ID
1,投诉,6,市政设施,@坪山,1,1,634,坪山区,10004,122520,102,0,1,10000,马峦街道,2018/11/18 9:50,103,0,通讯井盖,2,-,坪环社区,坪山联通营业中心,公用部件,185
1,投诉,3,环保水务,美丽深圳,1,1,742,坪山区,10007,122521,104,0,1,1555,坪山街道,2018/11/18 9:52,102,0,超时施工,2,-,六联社区,住房和建设局,建筑施工噪声,133
1,投诉,1,安全隐患,12319,1,1,713,坪山区,10004,122526,102,0,1,1555,马峦街道,2018/11/18 10:03,12,0,燃气经营与服务,2,-,坪环社区,住房和建设局,燃气安全,24
1,投诉,1,安全隐患,12319,1,1,232,坪山区,10020,122532,101,0,1,1801,龙田街道,2018/11/18 10:21,12,0,交通事故,2,-,龙田社区,市政服务中心（龙田街道办事处）,道路交通安全,27
1,投诉,3,环保水务,@坪山,1,1,461,坪山区,10013,122542,101,0,1,1536,龙田街道,2018/11/18 10:42,103,0,工业红线外噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
1,投诉,3,环保水务,@坪山,1,1,460,坪山区,10013,122544,101,0,1,1536,龙田街道,2018/11/18 10:50,103,0,工业红线内噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
1,投诉,3,环保水务,@坪山,1,1,461,坪山区,10013,122546,101,0,1,1536,龙田街道,2018/11/18 11:06,103,0,工业红线外噪声,2,-,竹坑社区,环境保护和水务局,工业噪声,132
1,投诉,1,安全隐患,12319,1,1,292,坪山区,10022,122547,105,0,1,1536,坑梓街道,2018/11/18 11:08,12,0,施工安全隐患,2,-,秀新社区,环境保护和水务局,建设工程质量,49
1,投诉,11,教育卫生,@坪山,1,1,1022,坪山区,10019,122548,105,0,1,1500,坑梓街道,2018/11/18 11:12,103,0,教育资源配置,2,-,金沙社区,教育局,教育体制,1019
1,咨询,1,安全隐患,@坪山,1,1,234,坪山区,10019,122549,105,0,1,1920,坑梓街道,2018/11/18 11:32,103,0,指示牌及红绿灯设置,3,-,金沙社区,市交警支队坪山大队,道路交通安全,27
